City Id,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
347,Balykshi,47.07,51.87,26.6,86,59,17.9,KZ,mist
348,Buluang,13.31,123.34,83.79,69,95,5.53,PH,overcast clouds
349,Jining,35.41,116.58,37.35,78,4,4.5,CN,clear sky
350,Vanavara,60.34,102.28,5.92,95,100,4.7,RU,light snow
351,Faanui,-16.48,-151.75,81.64,74,36,5.55,PF,scattered clouds
352,Qui Nhon,13.77,109.23,77.4,87,100,21.0,VN,moderate rain
353,Boke,10.94,-14.3,72.61,68,88,1.81,GN,overcast clouds
354,Ayan,56.45,138.17,6.78,90,100,16.15,RU,overcast clouds
355,Biak,-0.91,122.88,83.23,66,99,1.57,ID,light rain
356,Juan Aldama,24.29,-103.39,62.31,42,0,3.91,MX,clear sky
357,College,64.86,-147.8,-0.4,77,75,3.2,US,broken clouds
358,Palmer,42.16,-72.33,42.8,52,20,17.22,US,few clouds
359,Salym,60.06,71.48,2.84,94,0,3.96,RU,clear sky
360,Kodiak,57.79,-152.41,35.6,83,90,1.74,US,overcast clouds
361,Ust-Ishim,57.69,71.17,0.72,93,13,3.74,RU,few clouds
362,Ukwa,21.97,80.47,57.52,68,8,2.46,IN,clear sky
363,Medea,36.26,2.75,57.2,93,75,12.75,DZ,broken clouds
364,Carbonia,39.17,8.52,54.0,81,75,2.24,IT,broken clouds
365,Mabaruma,8.2,-59.78,75.56,93,11,3.6,GY,few clouds
366,Astana,51.18,71.45,12.2,85,90,8.95,KZ,light snow
367,Matiri,-10.75,34.9,63.01,86,6,4.14,TZ,clear sky
368,Inirida,3.87,-67.92,72.9,97,93,1.66,CO,overcast clouds
369,Qasigiannguit,68.82,-51.19,8.6,60,95,2.24,GL,overcast clouds
370,Verkhniye Tatyshly,56.29,55.86,11.86,95,0,4.85,RU,clear sky
371,Trnava,48.38,17.59,37.4,92,0,1.12,SK,clear sky
372,Yangjiang,21.85,111.97,63.12,63,0,11.48,CN,clear sky
373,Mairana,-18.12,-63.93,58.8,100,0,1.99,BO,clear sky
374,Richards Bay,-28.78,32.04,72.07,85,99,14.61,ZA,overcast clouds
375,Labuhan,-6.88,112.21,79.79,83,100,5.73,ID,overcast clouds
376,Ekuvukeni,-28.47,30.16,66.6,65,100,0.38,ZA,overcast clouds
377,Pandaria,22.23,81.42,61.05,60,0,2.71,IN,clear sky
378,Vaitape,-16.52,-151.75,82.49,73,44,5.57,PF,scattered clouds
379,Thanatpin,17.21,96.3,72.21,83,0,6.73,MM,clear sky
380,Sechura,-5.56,-80.82,67.95,77,98,13.44,PE,overcast clouds
381,Mayo,38.89,-76.51,52.0,50,1,4.7,US,clear sky
382,Corsicana,32.1,-96.47,55.4,76,90,6.93,US,overcast clouds
383,Talcahuano,-36.72,-73.12,60.8,77,90,9.17,CL,overcast clouds
384,Sulphur,30.24,-93.38,60.8,93,90,8.05,US,moderate rain
385,Myitkyina,25.38,97.4,57.51,65,0,2.06,MM,clear sky
386,Santa Marinella,42.03,11.85,48.99,76,100,13.18,IT,overcast clouds
387,Kiunga,-6.12,141.29,87.55,64,100,0.83,PG,overcast clouds
388,Lingyuan,41.24,119.4,14.41,83,39,3.4,CN,scattered clouds
389,Mount Gambier,-37.83,140.77,60.8,63,75,17.22,AU,broken clouds
390,Zhezkazgan,47.8,67.71,8.42,94,0,11.12,KZ,clear sky
391,Pingliang,35.54,106.69,28.89,84,0,0.96,CN,clear sky
392,Songjianghe,42.19,127.48,15.3,83,100,3.2,CN,overcast clouds
393,Urumqi,43.8,87.6,30.2,100,90,6.2,CN,light snow
394,Laguna,38.42,-121.42,62.6,29,1,6.93,US,clear sky
395,Oranjemund,-28.55,16.43,59.58,86,25,16.37,NA,scattered clouds
396,Dunedin,-45.87,170.5,59.0,66,34,14.0,NZ,scattered clouds
397,Waingapu,-9.66,120.26,86.49,62,13,2.73,ID,few clouds
398,Fairbanks,64.84,-147.72,-0.4,77,75,2.71,US,broken clouds
399,Mongo,12.18,18.69,69.67,24,0,4.14,TD,clear sky
400,Tura,25.52,90.22,60.73,69,0,4.18,IN,clear sky
401,Cumberland,35.05,-78.87,53.6,81,1,5.08,US,clear sky
402,Caravelas,-17.71,-39.25,73.42,88,30,4.79,BR,scattered clouds
403,Meulaboh,4.14,96.13,77.07,83,66,3.2,ID,broken clouds
404,Gushikawa,26.35,127.87,68.0,82,90,3.36,JP,overcast clouds
405,Kijang,35.24,129.21,37.4,51,0,8.05,KR,clear sky
406,Airai,-8.93,125.41,78.19,50,70,2.33,TL,broken clouds
407,Bikramganj,25.2,84.25,59.68,49,0,3.65,IN,clear sky
408,Tuatapere,-46.13,167.68,57.0,79,46,7.0,NZ,scattered clouds
409,Oyugis,-0.51,34.74,62.04,88,100,2.89,KE,overcast clouds
410,Rancho Veloz,22.88,-80.39,71.6,88,20,4.7,CU,few clouds
411,Areosa,41.72,-8.86,59.0,87,75,9.17,PT,broken clouds
412,Bathsheba,13.22,-59.52,80.6,83,20,13.87,BB,few clouds
413,Plettenberg Bay,-34.05,23.37,58.86,84,5,5.41,ZA,clear sky
414,Kitob,39.08,66.83,38.95,65,31,4.45,UZ,scattered clouds
415,Vostok,46.49,135.88,6.04,91,100,4.88,RU,overcast clouds
416,Aksu,41.12,80.26,21.04,91,0,2.53,CN,clear sky
417,Xining,36.62,101.77,21.43,80,0,2.37,CN,clear sky
418,Tevriz,57.51,72.4,2.66,94,58,4.09,RU,broken clouds
419,Bawku,11.06,-0.24,77.7,59,0,1.9,GH,clear sky
420,Lawton,34.61,-98.39,44.6,87,90,9.1,US,moderate rain
421,Hami,42.8,93.45,21.87,79,100,1.66,CN,overcast clouds
422,Parry Sound,45.35,-80.03,42.01,71,43,13.78,CA,scattered clouds
423,Sinegorye,62.08,150.48,-6.36,87,95,1.97,RU,overcast clouds
424,Vila,42.03,-8.16,51.01,87,100,5.99,PT,overcast clouds
425,Muli,2.92,73.57,82.62,65,68,5.26,MV,broken clouds
426,Tukrah,32.53,20.58,61.56,53,36,25.77,LY,scattered clouds
427,Kapiri Mposhi,-13.97,28.68,66.31,78,62,4.29,ZM,broken clouds
428,Wattegama,6.8,81.48,71.6,100,20,1.12,LK,few clouds
429,Unguia,8.04,-77.09,75.87,88,36,1.28,CO,light rain
430,Leningradskiy,69.38,178.42,15.84,93,100,15.35,RU,overcast clouds
431,Elat,29.56,34.95,59.0,77,0,4.79,IL,clear sky
432,Guerrero,17.67,-100.0,69.55,72,17,4.03,MX,few clouds
433,Bandarbeyla,9.49,50.81,75.29,78,0,13.47,SO,clear sky
434,Shimoda,34.67,138.95,53.6,62,75,6.93,JP,broken clouds
435,Chipiona,36.74,-6.44,59.0,93,90,9.8,ES,overcast clouds
436,Tsiroanomandidy,-18.77,46.03,72.25,82,20,4.27,MG,light rain
437,Hornepayne,49.21,-84.77,30.78,95,100,4.68,CA,overcast clouds
438,Nuevo Progreso,23.17,-97.95,75.99,66,65,1.01,MX,broken clouds
439,Haines Junction,60.75,-137.51,24.8,92,100,1.12,CA,snow
440,Fort-Shevchenko,44.51,50.26,38.21,72,63,25.12,KZ,broken clouds
441,Malakal,9.53,31.66,74.59,20,0,7.74,SS,clear sky
442,Hambantota,6.12,81.12,71.6,100,20,1.12,LK,few clouds
443,Jalu,29.03,21.55,56.34,58,0,12.44,LY,clear sky
444,Dormidontovka,47.77,134.91,11.91,90,100,12.46,RU,overcast clouds
445,Marawi,8.0,124.29,82.99,77,100,1.99,PH,overcast clouds
446,Cozumel,20.51,-86.95,77.0,78,5,5.82,MX,clear sky
447,Guider,9.93,13.95,72.79,28,100,5.57,CM,overcast clouds
448,Babu,24.42,111.52,49.91,65,7,6.17,CN,clear sky
449,Mentougou,39.94,116.09,32.0,54,0,2.64,CN,clear sky
450,Udachnyy,66.42,112.4,-0.4,84,0,2.24,RU,clear sky
451,Correntina,-13.34,-44.64,68.25,76,31,3.91,BR,scattered clouds
452,Cervo,43.67,-7.41,43.0,100,100,3.0,ES,overcast clouds
453,Gamba,-2.65,10.0,75.65,89,100,2.93,GA,overcast clouds
454,Amga,60.9,131.96,-15.97,87,99,1.77,RU,overcast clouds
455,Leh,34.17,77.58,15.73,67,74,2.24,IN,broken clouds
456,Biltine,14.53,20.92,69.51,24,0,11.77,TD,clear sky
457,Kaspi,41.93,44.43,33.8,80,0,3.36,GE,clear sky
458,Great Yarmouth,52.61,1.73,48.2,93,1,5.82,GB,haze
459,Ancud,-41.87,-73.82,50.0,61,0,11.41,CL,clear sky
460,Smirnykh,49.75,142.83,20.98,87,56,6.44,RU,broken clouds
461,Nehe,48.48,124.83,11.14,80,0,4.23,CN,clear sky
462,Okha,53.57,142.95,23.23,93,100,12.21,RU,overcast clouds
463,Kaspiyskiy,45.39,47.37,44.19,75,100,22.3,RU,overcast clouds
464,Porto Novo,6.5,2.6,80.6,88,40,6.93,BJ,scattered clouds
465,Kutum,14.2,24.67,56.25,36,0,6.67,SD,clear sky
466,Mananjary,-21.22,48.33,73.24,90,8,5.28,MG,light rain
467,Halifax,44.65,-63.57,43.0,93,85,8.05,CA,overcast clouds
468,Suriapet,17.15,79.62,69.21,83,14,2.51,IN,few clouds
469,Comodoro Rivadavia,-45.87,-67.5,60.8,48,0,19.46,AR,clear sky
470,Arnstadt,50.83,10.95,33.8,69,90,6.93,DE,overcast clouds
471,Bor,56.36,44.07,30.99,92,90,8.95,RU,light snow
472,Bojnurd,37.47,57.33,33.8,80,0,9.15,IR,clear sky
473,Umm Kaddadah,13.6,26.69,64.08,27,0,13.58,SD,clear sky
474,Huejucar,22.35,-103.22,63.79,37,0,7.23,MX,clear sky
475,Bonthe,7.53,-12.51,77.13,88,99,1.14,SL,overcast clouds
476,Hays,30.05,-98.03,52.0,96,100,1.01,US,overcast clouds
477,Sao Joao Da Barra,-21.64,-41.05,74.64,88,12,12.62,BR,few clouds
478,Clyde River,70.47,-68.59,-5.8,83,90,21.92,CA,light snow
479,Kaeo,-35.1,173.78,64.47,77,100,11.5,NZ,overcast clouds
480,Hailin,44.58,129.42,6.57,89,2,3.8,CN,clear sky
481,Cockburn Town,21.46,-71.14,78.01,67,0,13.33,TC,clear sky
482,Kerema,-7.96,145.78,80.01,77,100,3.09,PG,overcast clouds
483,Ust-Barguzin,53.45,108.98,14.88,94,100,2.24,RU,light snow
484,Suicheng,33.9,117.93,38.43,70,0,2.75,CN,clear sky
485,Lauda-Konigshofen,49.57,9.7,32.0,92,90,11.41,DE,mist
486,Port Hawkesbury,45.62,-61.35,41.0,100,90,4.7,CA,overcast clouds
487,Kaitong,44.81,123.15,13.73,83,0,6.15,CN,clear sky
488,Asau,46.43,26.4,33.01,18,100,3.38,RO,overcast clouds
489,Shingu,33.73,135.98,51.8,53,40,2.24,JP,scattered clouds
490,Emerald,-23.53,148.17,84.0,42,0,9.17,AU,clear sky
491,Kondagaon,19.6,81.67,61.86,70,0,3.69,IN,clear sky
492,Karasburg,-28.02,18.75,57.07,40,0,3.11,NA,clear sky
493,Arys,42.43,68.8,23.0,100,0,2.24,KZ,mist
494,Lokosovo,61.13,74.82,-1.26,92,0,4.03,RU,clear sky
495,Pangody,65.85,74.49,0.99,92,100,10.49,RU,overcast clouds
496,Nuuk,64.18,-51.72,28.4,100,100,9.17,GL,light snow
497,Hailar,49.2,119.7,-0.9,91,8,2.93,CN,clear sky
498,Sembakung,3.82,117.25,81.5,80,92,2.08,ID,light rain
499,Rawson,-43.3,-65.1,54.57,65,100,14.32,AR,overcast clouds
500,Caramay,10.18,119.24,82.56,81,100,10.31,PH,light rain
501,Shablykino,52.86,35.2,38.01,96,100,11.74,RU,moderate rain
502,Taguatinga,-12.39,-46.57,77.02,55,71,8.03,BR,broken clouds
503,Coquimbo,-29.95,-71.34,59.0,82,0,8.05,CL,clear sky
504,Iquique,-20.22,-70.14,66.2,77,0,13.87,CL,clear sky
505,Ahipara,-35.17,173.17,64.76,84,100,16.6,NZ,overcast clouds
506,Setaka,33.15,130.47,53.01,87,75,2.24,JP,broken clouds
507,Imbituba,-28.24,-48.67,75.2,83,20,4.7,BR,few clouds
508,Faya,18.39,42.45,57.2,87,0,3.0,SA,clear sky
509,Villa Carlos Paz,-31.42,-64.5,70.0,90,0,4.0,AR,clear sky
510,Kasongo-Lunda,-6.47,16.82,70.47,93,100,1.41,CD,overcast clouds
511,Moron,-34.65,-58.62,68.0,82,0,5.82,AR,clear sky
512,Buraydah,26.33,43.98,59.0,100,75,8.05,SA,mist
513,Buncrana,55.13,-7.45,44.44,90,100,2.42,IE,overcast clouds
514,Mocuba,-16.84,36.99,73.98,90,94,2.06,MZ,overcast clouds
515,Peniche,39.36,-9.38,52.0,85,49,5.99,PT,scattered clouds
516,Kurchum,48.57,83.65,23.34,96,75,4.72,KZ,broken clouds
517,Caibarien,22.52,-79.47,71.6,88,20,4.7,CU,few clouds
518,Kununurra,-15.77,128.73,91.4,49,3,8.05,AU,clear sky
519,Kinsale,51.71,-8.53,51.01,100,75,9.17,IE,mist
520,Acheng,45.55,126.98,-2.2,84,0,4.47,CN,mist
521,Kyren,51.68,102.14,6.13,81,3,0.04,RU,clear sky
522,Verkhnevilyuysk,63.45,120.32,-7.01,91,65,6.35,RU,broken clouds
523,Port Augusta,-32.5,137.77,73.0,52,40,16.11,AU,scattered clouds
524,Muros,42.78,-9.06,51.01,94,43,6.26,ES,light rain
525,Acajutla,13.59,-89.83,80.6,57,20,1.7,SV,few clouds
526,San Carlos,9.66,-68.58,73.27,92,89,2.93,VE,overcast clouds
527,Guelph,43.55,-80.25,36.0,74,1,12.75,CA,clear sky
528,Altay,47.87,88.12,18.48,84,100,2.06,CN,overcast clouds
529,Kolomna,55.08,38.78,33.8,100,90,11.18,RU,light rain
530,Seymchan,62.88,152.43,-8.72,87,72,2.48,RU,broken clouds
531,Batemans Bay,-35.72,150.18,97.0,29,72,4.0,AU,broken clouds
532,Saint-Joseph,-21.37,55.62,71.6,68,0,6.93,RE,clear sky
533,Nikolayevsk-Na-Amure,53.14,140.73,16.34,92,100,8.77,RU,overcast clouds
534,Eyrarbakki,63.86,-21.15,37.4,86,90,10.29,IS,light rain
535,Waling,27.98,83.77,53.19,51,0,3.38,NP,clear sky
536,Kuching,1.55,110.33,77.0,88,20,2.24,MY,few clouds
537,Caiaponia,-16.96,-51.81,73.47,57,0,2.66,BR,clear sky
538,Tamandare,-8.76,-35.1,77.32,80,97,9.78,BR,overcast clouds
539,Alta,69.97,23.27,32.0,93,10,14.99,NO,clear sky
540,Zuwarah,32.93,12.08,61.77,47,41,19.42,LY,scattered clouds
541,Prince Rupert,54.32,-130.32,44.6,86,90,16.11,CA,light rain
542,Port Hedland,-20.32,118.57,87.8,58,0,11.41,AU,clear sky
543,Berdigestyakh,62.1,126.7,-12.64,89,100,4.92,RU,overcast clouds
544,Colquechaca,-18.67,-66.02,42.93,86,10,5.03,BO,clear sky
545,Tupik,54.43,119.93,-2.76,86,100,3.06,RU,overcast clouds
546,La Ronge,55.1,-105.28,14.0,72,89,9.17,CA,overcast clouds
547,Huarmey,-10.07,-78.15,66.61,79,100,7.07,PE,light rain
548,Pahrump,36.21,-115.98,57.2,15,1,5.82,US,clear sky
549,Makurdi,7.74,8.51,76.57,36,0,0.78,NG,clear sky
550,Lakes Entrance,-37.88,147.98,70.0,63,88,8.01,AU,overcast clouds
551,Togul,53.47,85.91,9.63,90,62,2.84,RU,broken clouds
552,Alenquer,-1.94,-54.74,82.4,83,20,8.05,BR,few clouds
553,Linxia,35.6,103.21,24.31,86,0,1.77,CN,clear sky
554,Andra,62.51,65.89,6.94,94,0,1.48,RU,clear sky
555,Portsmouth,50.8,-1.09,46.99,92,100,10.76,GB,overcast clouds
556,Watsa,3.04,29.54,63.61,99,93,1.39,CD,overcast clouds
557,Saint-Francois,46.42,3.91,34.0,92,0,1.12,FR,clear sky
558,Chapais,49.78,-74.85,28.4,100,90,8.05,CA,light snow
559,Kushima,31.46,131.23,53.6,46,40,9.17,JP,scattered clouds
560,Doha,25.29,51.53,77.0,78,0,4.7,QA,clear sky
561,Rehnan,32.68,51.6,42.8,93,90,4.7,IR,mist
562,Chegdomyn,51.12,133.02,3.83,90,96,0.92,RU,overcast clouds
563,Alice Springs,-23.7,133.88,91.99,33,90,8.05,AU,overcast clouds
564,Marienburg,54.04,19.03,37.99,89,98,1.01,PL,overcast clouds
565,Andenes,69.31,16.12,42.8,81,100,19.46,NO,light rain
566,Molina,-35.12,-71.28,73.4,27,0,8.05,CL,clear sky
567,Green River,41.53,-109.47,37.4,32,1,18.34,US,clear sky
568,Key West,24.56,-81.78,77.0,88,1,8.86,US,clear sky
569,Necsesti,44.25,25.15,39.2,74,100,4.65,RO,overcast clouds
570,Hovd,48.01,91.64,9.54,93,100,0.25,MN,overcast clouds
571,Boyuibe,-20.42,-63.28,76.06,57,0,6.85,BO,clear sky
572,Birjand,32.87,59.22,53.6,27,75,9.17,IR,broken clouds
573,Bilma,18.69,12.92,68.85,25,0,6.89,NE,clear sky
574,Den Helder,52.96,4.76,41.0,93,90,12.75,NL,mist
575,Olga,43.74,135.29,21.52,80,89,7.36,RU,overcast clouds
576,Burgeo,47.62,-57.62,42.53,82,100,7.36,CA,overcast clouds
577,Gigmoto,13.78,124.39,82.89,77,99,13.49,PH,overcast clouds
578,Marsh Harbour,26.54,-77.06,74.89,67,38,5.64,BS,scattered clouds
579,Ampanihy,-24.7,44.75,74.1,83,95,7.18,MG,overcast clouds
580,Sainte-Claire,46.6,-70.86,35.01,96,100,8.63,CA,overcast clouds
581,Nioro,13.35,-15.75,71.04,25,19,6.26,GM,few clouds
582,Nhulunbuy,-12.23,136.77,86.0,66,75,9.17,AU,broken clouds
583,Vizinga,61.07,50.1,9.14,95,0,4.56,RU,clear sky
584,Saint-Leu,-21.15,55.28,71.6,68,0,6.93,RE,clear sky
585,Lamar,33.67,-95.58,52.0,57,1,8.05,US,clear sky
586,Rocha,-34.48,-54.33,69.28,97,100,5.99,UY,overcast clouds
587,Atasu,48.68,71.64,11.37,96,100,10.94,KZ,light snow
588,Indian Head,38.6,-77.16,53.6,34,1,6.93,US,clear sky
589,San Patricio,28.02,-97.52,66.2,93,90,18.34,US,overcast clouds
590,Denpasar,-8.65,115.22,82.4,83,20,2.24,ID,few clouds
591,Canutama,-6.53,-64.38,78.12,77,88,1.43,BR,overcast clouds
592,Monywa,22.12,95.13,64.83,77,0,5.66,MM,clear sky
593,Amberley,39.2,-84.43,42.01,65,1,2.19,US,clear sky
594,Lata,40.16,-8.33,50.0,93,99,4.45,PT,overcast clouds
595,Tunceli,39.11,39.55,32.0,68,0,6.93,TR,clear sky
596,Hillsborough,37.57,-122.38,57.0,50,1,10.29,US,clear sky
597,Bacuag,9.61,125.64,83.5,71,11,6.13,PH,few clouds
598,Mormugao,15.4,73.8,75.2,73,20,6.93,IN,few clouds
599,Avera,33.19,-82.53,57.2,92,90,4.94,US,haze
600,Flin Flon,54.77,-101.86,17.6,72,90,13.87,CA,light snow
601,Brae,60.4,-1.35,46.4,70,100,10.29,GB,overcast clouds
602,Finnsnes,69.23,17.98,41.0,90,100,26.4,NO,overcast clouds
603,Suntar,62.14,117.63,-6.5,90,81,5.77,RU,broken clouds
604,Gazli,40.13,63.45,29.77,94,1,16.22,UZ,clear sky
605,Vitim,59.45,112.56,-2.07,91,100,3.0,RU,overcast clouds
606,Xingyi,24.19,102.82,46.89,89,94,2.57,CN,overcast clouds
607,Aborlan,9.44,118.55,80.6,83,75,6.93,PH,broken clouds
608,Zelenoborskiy,66.84,32.36,23.0,100,100,11.5,RU,overcast clouds
609,Sumbe,-11.21,13.84,77.27,86,98,4.45,AO,overcast clouds
610,Gazanjyk,39.24,55.52,40.53,67,96,23.58,TM,overcast clouds
611,Tabuk,17.42,121.44,75.78,82,82,8.48,PH,broken clouds
612,Klaksvik,62.23,-6.59,41.0,86,100,14.99,FO,light rain
613,Chishtian Mandi,29.8,72.87,54.75,37,3,2.68,PK,clear sky
614,Yulara,-25.24,130.99,86.0,37,0,16.11,AU,clear sky
615,Irtyshskiy,58.33,68.13,2.08,94,11,4.38,RU,few clouds
616,Ruston,32.52,-92.64,50.0,76,1,4.7,US,clear sky
617,Ngunguru,-35.62,174.5,66.45,70,46,11.83,NZ,scattered clouds
618,Madang,-5.22,145.8,84.0,74,41,2.3,PG,light rain
619,San Julian,21.02,-102.17,66.24,36,23,7.14,MX,few clouds
620,Havoysund,71.0,24.66,37.4,74,52,19.46,NO,broken clouds
621,Pundaguitan,6.37,126.17,82.53,74,95,6.49,PH,overcast clouds
622,Corn Island,12.17,-83.04,81.93,76,1,12.33,NI,clear sky
623,Luangwa,-15.62,30.42,79.75,59,61,4.5,ZM,broken clouds
624,Callaway,30.15,-85.57,68.0,77,75,3.36,US,broken clouds
625,Behbahan,30.6,50.24,57.2,93,90,4.7,IR,thunderstorm with rain
626,Carauari,-4.88,-66.9,75.79,94,100,2.24,BR,overcast clouds
627,Vilcun,-38.65,-72.23,53.6,93,90,6.93,CL,overcast clouds
628,Seydi,39.48,62.91,29.48,94,47,12.73,TM,scattered clouds
629,Blairmore,49.6,-114.44,32.0,73,42,8.05,CA,scattered clouds
630,Fort Nelson,58.81,-122.7,-0.4,84,75,2.24,CA,broken clouds
631,Flinders,-34.58,150.86,100.0,31,83,17.0,AU,light rain
632,Lodja,-3.48,23.43,67.51,98,100,0.58,CD,light rain
633,Tulu Bolo,8.67,38.22,53.6,91,28,3.11,ET,scattered clouds
634,Jibuti,11.5,42.5,75.2,83,1,12.28,DJ,haze
635,Coahuayana,18.73,-103.68,77.0,83,40,11.41,MX,scattered clouds
636,Benguela,-12.58,13.41,77.36,78,100,3.29,AO,overcast clouds
637,Aasiaat,68.71,-52.87,7.25,86,100,8.7,GL,overcast clouds
638,Ushtobe,45.25,77.98,25.36,96,2,12.08,KZ,clear sky
639,Humberto De Campos,-2.6,-43.46,77.2,91,60,5.08,BR,broken clouds
640,Nelson Bay,-32.72,152.15,100.4,17,100,29.97,AU,overcast clouds
641,Ecoporanga,-18.37,-40.83,67.89,95,14,3.36,BR,few clouds
642,Kashima,33.11,130.09,51.8,87,75,2.24,JP,broken clouds
643,Petatlan,17.52,-101.27,84.2,70,40,1.12,MX,scattered clouds
644,Buala,-8.14,159.59,84.4,73,100,4.79,SB,moderate rain
645,Nokaneng,-19.67,22.27,71.8,79,100,0.94,BW,light rain
646,Zamora,-4.07,-78.96,67.23,71,100,1.92,EC,overcast clouds
647,Korem,12.51,39.52,51.49,98,2,2.57,ET,clear sky
648,Pietersburg,-23.9,29.47,66.2,88,0,1.12,ZA,clear sky
649,Kichera,55.94,110.1,1.4,82,0,6.38,RU,clear sky
650,Kamaishi,39.27,141.88,35.6,93,75,1.12,JP,broken clouds
651,Arlit,18.74,7.39,75.31,25,0,3.94,NE,clear sky
652,Yaan,7.38,8.57,75.74,44,0,4.52,NG,clear sky
653,Furtwangen,48.05,8.2,34.0,89,100,4.43,DE,overcast clouds
654,Roma,43.21,-75.46,33.8,74,1,4.68,US,clear sky
655,Aklavik,68.22,-135.01,-0.4,84,63,2.24,CA,broken clouds
656,Puerto Narino,-3.77,-70.38,77.0,100,40,2.24,CO,scattered clouds
657,Nedryhayliv,50.83,33.88,37.54,81,100,3.56,UA,overcast clouds
658,Marzuq,14.4,46.47,60.48,82,0,4.65,YE,clear sky
659,Kalianget,-7.05,113.93,81.86,76,100,3.06,ID,overcast clouds
660,Bismarck,46.81,-100.78,48.2,31,1,9.17,US,clear sky
661,Sandwick,60.0,-1.25,46.4,70,97,10.29,GB,overcast clouds
662,Goderich,43.75,-81.72,41.0,64,0,16.11,CA,clear sky
663,Manaure,11.78,-72.44,80.56,79,94,16.51,CO,overcast clouds
664,Waiuku,-37.25,174.75,63.0,88,93,18.34,NZ,overcast clouds
665,Tawau,4.25,117.89,78.8,88,20,2.24,MY,few clouds
666,Launceston,-41.45,147.17,66.0,59,75,17.22,AU,broken clouds
667,Tera,14.01,0.75,80.65,27,0,9.57,NE,clear sky
668,Gusau,12.16,6.66,72.79,26,0,8.12,NG,clear sky
669,Margate,51.38,1.39,48.99,85,0,1.99,GB,clear sky
670,Formosa,-26.18,-58.18,86.0,74,0,5.82,AR,clear sky
671,High Level,58.52,-117.14,-0.4,91,20,2.24,CA,few clouds
672,Solnechnyy,50.72,136.63,10.62,90,100,1.54,RU,overcast clouds
673,Aksay,47.26,39.87,39.2,93,75,15.66,RU,mist
674,Mantua,45.17,10.78,44.01,97,100,3.0,IT,overcast clouds
675,Solomenskoye,44.22,44.35,34.84,93,17,2.62,RU,few clouds
676,Vawkavysk,53.16,24.45,27.34,98,34,5.79,BY,scattered clouds
677,Namanyere,-7.52,31.05,61.52,80,61,3.89,TZ,broken clouds
678,Celestun,20.87,-90.4,76.86,80,4,14.7,MX,clear sky
679,Tsabong,-26.02,22.4,72.99,69,90,13.13,BW,overcast clouds
680,Le Mars,42.79,-96.17,43.0,65,1,3.36,US,clear sky
681,Jiuquan,39.74,98.52,19.78,83,51,2.84,CN,broken clouds
682,Mwense,-10.38,28.7,67.78,90,69,0.47,ZM,light rain
683,Kumluca,36.37,30.29,59.27,52,7,5.53,TR,clear sky
684,Nantucket,41.28,-70.1,48.2,61,40,8.05,US,scattered clouds
685,Rio De Loba,40.67,-7.88,50.0,92,59,1.95,PT,broken clouds
686,Guerrero Negro,27.98,-114.06,64.38,58,0,12.66,MX,clear sky
687,Gat,31.61,34.76,57.2,87,0,3.36,IL,clear sky
688,Agboville,5.93,-4.21,73.38,96,36,2.48,CI,scattered clouds
689,Doka,13.52,35.77,68.67,26,0,10.02,SD,clear sky
690,Bath,51.38,-2.36,48.0,94,100,1.99,GB,overcast clouds
691,San Policarpo,12.18,125.51,81.82,82,99,12.82,PH,overcast clouds
692,Yeppoon,-23.13,150.73,86.0,40,40,6.93,AU,scattered clouds
693,Blankenberge,51.31,3.13,39.99,86,0,3.0,BE,clear sky
694,Morondava,-20.28,44.28,80.38,85,0,11.59,MG,clear sky
695,Ambon,-3.7,128.18,84.78,71,100,5.88,ID,overcast clouds
696,Marshall,34.38,-86.33,51.01,81,1,3.36,US,clear sky
697,Sangar,63.92,127.47,-21.12,88,54,1.97,RU,broken clouds
698,Cochrane,51.18,-114.47,24.01,79,1,6.93,CA,clear sky
699,Longkou,37.65,120.33,40.05,68,91,13.04,CN,overcast clouds
